,CountyName,State,RegionName,RegionCount
894,Franklin City,VA,[23851],1
895,Franklin County,AL,[35653 35654 35581 35582 35593 35585 35571],7
896,Franklin County,AR,[72949 72933 72821 72928 72930],5
897,Franklin County,FL,[32328 32322 32320 32323],4
898,Franklin County,GA,[30553 30662 30557 30521 30520],5
899,Franklin County,IA,[50441 50475 50452 50420 50633 50431 50041 50427],8
900,Franklin County,ID,[83263 83237 83286 83228 83232 83283],6
901,Franklin County,IL,"[62896 62812 62822 62884 62890 62865 62999 62983 62891 62836 62860 62819
 62897 62856]",14
902,Franklin County,IN,[47012 47024 47030 47036 47016 47010 47035],7
903,Franklin County,KS,[66067 66092 66076 66080 66078 66095 66042 66079],8
904,Franklin County,KY,[40601],1
905,Franklin County,MA,"[1301 1364 1376 1373 1370 1375 1360 1337 1351 1054 1340 1330 1341 1339
 1344 1072 1354 1342 1355 1379 1349 1378 1367 1093 1346 1338 1347 1350]",28
906,Franklin County,ME,[4938 4239 4294 4947 4970 4966 4983 4955 4982 4285 4984 4936],12
907,Franklin County,MO,"[63090 63084 63069 63077 63089 63068 63037 63072 63055 63060 63015 63056
 63013 63071 63039 63014 63073 63041 63061]",19
908,Franklin County,MS,[39653 39661 39664 39647 39630],5
909,Franklin County,NC,[27549 27596 27525 27508],4
910,Franklin County,NE,[68947 68932 68981],3
911,Franklin County,NY,"[12953 12983 12986 13655 12966 12920 12926 12916 12937 12957 12980 12917
 12989 12914 12945 12930 12969 12970 12976 12939 12915]",21
912,Franklin County,OH,"[43081 43123 43026 43230 43228 43068 43229 43235 43016 43207 43232 43224
 43204 43201 43017 43213 43110 43221 43214 43220 43212 43209 43082 43219
 43035 43119 43054 43004 43206 43085 43215 43202 43223 43227 43211 43231
 43125 43205 43203 43240 43222 43137 43217 43109 43126]",45
913,Franklin County,PA,"[17202 17268 17201 17225 17222 17236 17252 17244 17224 17237 17214 17262
 17221 17235 17263 17220 17265 17254 17271 17250 17219 17261 17246 17210
 17272 17256 17247 17251 17231 17232 17217]",31
914,Franklin County,TN,[37398 37330 37324 37375 37306 37345 37318 37376],8
915,Franklin County,TX,[75457 75480],2
916,Franklin County,VA,[24151 24065 24184 24088 24137 24092 24067 24176 24102],9
917,Franklin County,VT,"[5478 5488 5450 5454 5476 5459 5457 5483 5455 5448 5471 5441 5481 5470
 5447 5460]",16
918,Franklin County,WA,[99301 99326 99343 99330],4
919,Franklin Parish,LA,[71295 71378 71336 71219],4
920,Frederick County,MD,"[21702 21701 21703 21771 21704 21774 21788 21769 21793 21716 21770 21754
 21755 21773 21791 21727 21758 21710 21757 21798 21777 21780 21778 21717
 21714 21762 21718 21790]",28
921,Frederick County,VA,[22601 22602 22655 22603 22656 22645 22625 22624 22637 22663 22654 22649],12
922,Freeborn County,MN,[56007 56036 56009 56016 56045 56029 56042 56043 56032 56089 56020],11
923,Freestone County,TX,[75840 75860 75859 76693 75838 75848],6
924,Fremont County,CO,[81212 81226 81240 81223 81233 81244 81222 81221],8
925,Fremont County,IA,[51652 51640 51653 51639 51654 51649 51650 51645 51648],9
926,Fremont County,ID,[83445 83420 83429 83433 83438],5
927,Fremont County,WY,[82501 82520 82513 82514 82649 82523 82516 82515 82510 82512 82642 82310],12
928,Fresno County,CA,"[93722 93727 93720 93711 93611 93619 93726 93612 93705 93702 93710 93657
 93704 93706 93703 93654 93662 93725 93630 93728 93631 93210 93730 93648
 93640 93701 93723 93622 93646 93625 93234 93721 93656 93650 93737 93609
 93602 93675 93660 93242 93626 93667 93651 93616 93606 93664 93668 93673
 93608 93621 93652 93641 93628 93634 93605 93633]",56
929,Frio County,TX,[78061 78017 78057 78005],4
930,Frontier County,NE,[69025 69028 69038 69039 69042],5
931,Fulton County,AR,[72576 72554 72583 72565 72539 72538 72520 72578],8
932,Fulton County,GA,"[30318 30331 30022 30004 30075 30309 30328 30324 30076 30350 30316 30213
 30305 30311 30344 30342 30308 30315 30005 30312 30310 30306 30327 30307
 30291 30009 30314 30354 30317 30326 30337 30268 30313 30363 30303 30336
 30332]",37
933,Fulton County,IL,"[61520 61542 61531 61427 61501 61415 61441 61484 61544 61432 61482 61477
 61563 61459 61431 61524 61519]",17
934,Fulton County,IN,[46975 46910 46939 46931 46945 46922],6
935,Fulton County,KY,[42041 42050],2
936,Fulton County,NY,[12078 12095 12025 13452 12117 12032 13470],7
937,Fulton County,OH,[43558 43567 43515 43502 43521 43533 43540 43553 43555],9
938,Fulton County,PA,[17233 17267 17238 17229 17228 17212 15536 16689 16691 17215 17223],11
939,Furnas County,NE,[69022],1
940,Gadsden County,FL,[32351 32333 32352 32324 32343 32332 32330],7
941,Gage County,NE,[68310 68466 68301 68331 68415 68422 68318 68328 68357 68381 68458 68309],12
942,Gaines County,TX,[79360 79359 79342],3
943,Gallatin County,IL,[62984 62979 62934 62871 62867 62954],6
944,Gallatin County,KY,[41095 41086 41046],3
945,Gallatin County,MT,[59718 59715 59714 59741 59752 59716 59758 59730 59735 59760],10
946,Gallia County,OH,[45631 45614 45686 45623 45658 45685 45678 45620 45674],9
947,Galveston County,TX,"[77573 77546 77539 77550 77590 77551 77568 77591 77554 77510 77563 77518
 77565 77517 77650 77617 77623]",17
948,Garden County,NE,[69148],1
949,Garfield County,CO,[81623 81601 81650 81647 81635 81652],6
950,Garfield County,OK,"[73703 73701 73773 73754 73738 73735 73730 73753 73736 74640 73727 73733
 73757 73743]",14
951,Garfield County,WA,[99347],1
952,Garland County,AR,[71913 71901 71968 71964 71956 71949 71933],7
953,Garrard County,KY,[40444],1
954,Garrett County,MD,[21550 21536 21561 21541 21531 21520 21538 21523 21522],9
955,Garvin County,OK,[73075 73052 73098 74872 73433 73057 73074 73434 73444],9
956,Garza County,TX,[79356 79330],2
957,Gasconade County,MO,[65066 65041 65014 63091 65061 65062],6
958,Gaston County,NC,"[28054 28052 28056 28012 28120 28034 28164 28016 28021 28098 28032 28006
 28101 28169 28077]",15
959,Gates County,NC,[27937 27979 27926 27935 27938 27946],6
960,Geary County,KS,[66441 66514],2
961,Geauga County,OH,"[44024 44022 44023 44062 44026 44021 44072 44065 44086 44046 44064 44033
 44439]",13
962,Gem County,ID,[83617 83670 83657 83636],4
963,Genesee County,MI,"[48439 48430 48423 48507 48433 48506 48504 48503 48473 48420 48532 48458
 48505 48451 48509 48529 48519 48457 48438 48463 48436 48502 48437 48411]",24
964,Genesee County,NY,"[14020 14482 14036 14416 14125 14525 14422 14058 14040 14005 14013 14143
 14054 14056 14557]",15
965,Geneva County,AL,[36375 36340 36344 36477 36318 36314],6
966,Gentry County,MO,[64402 64489 64463 64657 64438],5
967,George County,MS,[39452],1
968,Georgetown County,SC,[29440 29585 29510],3
969,Gibson County,IN,[47670 47660 47648 47639 47665 47666 47649 47640 47654 47683],10
970,Gibson County,TN,[38343 38358 38382 38355 38330 38233 38316 38369 38338 38389],10
971,Gila County,AZ,[85541 85501 85544 85539 85532 85553 85545 85554 85135],9
972,Gilchrist County,FL,[32693 32619 32628],3
973,Giles County,TN,[38478 38449 38472 38477 38460 38473 38455],7
974,Giles County,VA,[24134 24124 24136 24128 24147 24150 24167 24086 24093],9
975,Gillespie County,TX,[78624 78631 78671 78618 78675],5
976,Gilliam County,OR,[97823 97812],2
977,Gilmer County,GA,[30540 30536 30522],3
978,Gilmer County,WV,[26351 25267 26342 26430 26384 26443 26638],7
979,Gilpin County,CO,[80427 80474],2
980,Glacier County,MT,[59417 59427 59411 59434],4
981,Glades County,FL,[33471 33944],2
982,Gladwin County,MI,[48624 48612 48652],3
983,Glascock County,GA,[30810 30820],2
984,Glenn County,CA,[95963 95988 95951 95943 95913 95920 95939],7
985,Gloucester County,NJ,"[8094 8096 8080 8028 8085 8062 8051 8093 8322 8086 8071 8066 8312 8090
 8344 8027 8056 8343 8061 8063 8097 8020 8328 8014 8032 8039]",26
986,Gloucester County,VA,[23061 23072 23062 23128 23056 23025],6
987,Glynn County,GA,[31525 31522 31520 31523 31561],5
988,Gogebic County,MI,[49938 49911 49968 49969 49947 49959 49910],7
989,Goliad County,TX,[77963 78107],2
990,Gonzales County,TX,[78629 78140 78959 78632 78159 78614 78122 78604 78677 78658],10
991,Goochland County,VA,[23103 23063 23102 23065 23153 23039 23129],7
992,Goodhue County,MN,[55066 55009 55963 55992 55946 55027 55089 55983 55018 55026],10
993,Gooding County,ID,[83330 83355 83332 83314],4
994,Gordon County,GA,[30701 30735 30139 30171 30734 30733 30746 30732],8
995,Goshen County,WY,[82240 82223 82212 82244 82221 82243 82217 82219],8
996,Gosper County,NE,[68937],1
997,Grady County,GA,[39828 39827 39897 39829],4
998,Grady County,OK,[73018 73089 73082 73059 73067 73002 73092 73004 73079 73011],10
999,Grafton County,NH,"[3766 3755 3222 3561 3264 3223 3748 3784 3741 3574 3585 3217 3785 3266
 3251 3245 3580 3774 3285 3768 3262 3240 3777 3241 3740 3750 3282 3779
 3771 3279 3215 3586 3765 3780 3293]",35
1000,Graham County,AZ,[85546 85552 85543 85531 85536],5
1001,Graham County,NC,[28771],1
1002,Grainger County,TN,[37861 37709 37888 37848],4
1003,Grand County,CO,[80446 80442 80447 80482 80459 80478 80451 80468],8
1004,Grand County,UT,[84532 84540],2
1005,Grand Forks County,ND,[58201 58203 58251 58278 58267 58228 58256 58235 58214 58258 58266],11
1006,Grand Isle County,VT,[5440 5458 5486 5474 5463],5
1007,Grand Traverse County,MI,[49686 49684 49685 49696 49643 49690 49649 49637],8
1008,Granite County,MT,[59858 59832 59837],3
1009,Grant County,AR,[72150 72084 72128],3
1010,Grant County,IN,[46952 46953 46933 46928 46989 46938 46986 46991 46987 46957 46930],11
1011,Grant County,KS,[67880],1
1012,Grant County,KY,[41035 41097 41030 41052],4
1013,Grant County,MN,[56531 56309 56339 56248 56311 56590 56274],7
1014,Grant County,NM,"[88061 88023 88026 88043 88049 88065 88041 88022 88038 88028 88025 88053
 88040 88034 88051 88055]",16
1015,Grant County,OK,[73759 73766 74643 73771 73761 73758 74636],7
1016,Grant County,OR,[97845 97820 97869 97865 97864 97825 97848],7
1017,Grant County,SD,[57216 57227],2
1018,Grant County,WA,"[98837 98823 98848 99349 98851 99357 98857 99133 99115 99123 99321 98860
 99135 98832 98853]",15
1019,Grant County,WI,"[53818 53813 53805 53807 53809 53573 53811 53820 53806 53804 53569 53808
 53801 53554 53816 53812 53825 53810 53827]",19
1020,Grant County,WV,[26847 26833 26739 26855 26707 26731 26720],7
1021,Grant Parish,LA,[71467 71417 71423 71454 71407 71432],6
1022,Granville County,NC,[27565 27522 27509 27581 27507 27582],6
1023,Gratiot County,MI,"[48801 48880 48847 48615 48877 48871 48806 48662 48832 48889 48856 48807
 48874]",13
1024,Graves County,KY,[42066 42051 42088 42027 42082 42039 42079 42040 42069 42085],10
1025,Gray County,KS,[67835 67867 67853 67837 67841],5
1026,Gray County,TX,[79065 79057 79054],3
1027,Grays Harbor County,WA,"[98520 98550 98541 98569 98563 98595 98557 98568 98537 98547 98587 98535
 98571 98526 98552 98583 98562 98575 98536 98566]",20
1028,Grayson County,KY,[42754 42726 42721 40119 42712 40145 42762],7
1029,Grayson County,TX,"[75092 75020 75090 76273 75076 75021 75495 75459 75491 76233 75414 75058
 76245 76271 76264 75489 76268]",17
1030,Grayson County,VA,[24333 24348 24330 24363 24378 24326 24292],7
1031,Greeley County,NE,[68882],1
1032,Green County,KY,[42743 42782 42764],3
1033,Green County,WI,[53566 53520 53574 53570 53502 53550 53522],7
1034,Green Lake County,WI,[54923 53946 54941 54968 53926 53939 53947],7
1035,Greenbrier County,WV,"[24901 24986 24970 24910 25962 25984 24931 24938 24966 24925 25981 25958
 24957 24991 24977 24916 24974 24943]",18
1036,Greene County,AL,[35462 35443 36740 35469],4
1037,Greene County,AR,[72450 72443 72436 72412 72474],5
1038,Greene County,GA,[30642 30669 30678],3
1039,Greene County,IA,[50129 51462 50107 50050 50217 50235 50064 50059],8
1040,Greene County,IL,[62016 62092 62082 62044 62027 62050 62081],7
1041,Greene County,IN,[47441 47424 47438 47459 47471 47443 47465 47522 47457],9
1042,Greene County,MO,"[65807 65802 65804 65803 65810 65738 65806 65742 65809 65781 65619 65757
 65648 65604 65801 65770 65612 65664]",18
1043,Greene County,MS,[39451 39362 39456 39461],4
1044,Greene County,NC,[28580 27888 28538 28554],4
1045,Greene County,NY,"[12414 12083 12015 12051 12413 12496 12451 12463 12192 12431 12468 12058
 12442 12485 12087 12423 12473 12482 12405 12418 12436 12124 12470 12439
 12444 12042 12492 12427 12452 12454 12424 12460 12407 12422 12450 12176]",36
1046,Greene County,OH,"[45324 45385 45431 45432 45434 45305 45430 45335 45387 45314 45370 45384
 45307 45301 45316]",15
1047,Greene County,PA,[15370 15320 15322 15349 15344 15357 15338 15327 15341 15380 15362 15346],12
1048,Greene County,TN,[37743 37745 37641 37818 37616 37809 37810],7
1049,Greene County,VA,[22968 22973 22923 22738],4
1050,Greenlee County,AZ,[85540 85534 85533 85922],4
1051,Greensville County,VA,[23847 23867 23879],3
1052,Greenup County,KY,[41144 41139 41169 41175 41121 41183 41174],7
1053,Greenville County,SC,"[29681 29607 29651 29687 29615 29650 29605 29609 29680 29611 29673 29617
 29690 29601 29662 29356 29661 29635]",18
1054,Greenwood County,KS,[67045 66860 67047 67137 66853 67122 66870 66863],8
1055,Greenwood County,SC,[29649 29646 29666 29653 29819 29848],6
1056,Greer County,OK,[73554 73547 73673],3
1057,Gregg County,TX,[75605 75604 75662 75602 75601 75647 75693 75603],8
1058,Grenada County,MS,[38901 38917 38940 38929],4
1059,Grimes County,TX,[77868 77363 77831 77830 77861 77873 77876],7
1060,Grundy County,IA,[50638 50669 50624 50621 50680 50642 50609 50673 50657],9
1061,Grundy County,IL,[60450 60447 60416 60424 60444 60407 60474 60479 60437],9
1062,Grundy County,MO,[64683 64679 64641 64652],4
1063,Grundy County,TN,[37387 37356 37339 37301 37365 37313 37366 37305],8
1064,Guadalupe County,NM,[88435],1
1065,Guadalupe County,TX,[78155 78154 78108 78124 78123 78638],6
1066,Guernsey County,OH,"[43725 43723 43773 43780 43749 43755 43772 43732 43778 43722 43768 43750
 43711 43733]",14
1067,Guilford County,NC,"[27410 27406 27265 27407 27405 27455 27262 27260 27409 27403 27401 27408
 27282 27358 27249 27214 27377 27301 27310 27313 27235 27283]",22
1068,Gulf County,FL,[32456 32465 32449],3
1069,Gunnison County,CO,[81230 81224 81210 81220 81241 81243 81434 81237 81239 81225],10
1070,Guthrie County,IA,[50216 50115 50250 50070 50048 50164 50029 50026 50277 50128],10
1071,Gwinnett County,GA,"[30044 30043 30096 30024 30052 30047 30093 30518 30097 30519 30039 30019
 30092 30046 30078 30045 30017 30071]",18
1072,Habersham County,GA,[30523 30531 30535 30510 30563 30573],6
1073,Hale County,AL,[36744 35474 36742 36776 35441 36765],6
1074,Hale County,TX,[79072 79311 79041 79250 79032 79021],6
1075,Halifax County,NC,[27870 27850 27823 27874 27839 27844 27890 27843],8
1076,Halifax County,VA,[24592 24558 24577 24520 24589 24598 24534 24597],8
1077,Hall County,GA,[30506 30542 30501 30504 30507 30566 30554 30564 30527 30543 30575],11
1078,Hall County,NE,[68801 68803 68883 68832 68824 68810],6
1079,Hall County,TX,[79245 79261 79239 79233],4
1080,Hamblen County,TN,[37814 37813 37877 37708 37860 37891],6
1081,Hamilton County,FL,[32052 32053 32096],3
1082,Hamilton County,IA,[50595 50130 50249 50075 50246 50271 50034 50132 50231],9
1083,Hamilton County,IL,[62859 62828],2
1084,Hamilton County,IN,"[46032 46038 46060 46037 46074 46062 46033 46040 46034 46069 46030 46031
 46290]",13
1085,Hamilton County,NE,[68818 68865 68854 68843 68841 68846],6
1086,Hamilton County,NY,[12842 12847 12190 13360 12164 12108 12139 13436 12812 13353 12864],11
1087,Hamilton County,OH,"[45238 45231 45211 45215 45230 45239 45236 45240 45244 45212 45241 45202
 45248 45247 45237 45242 45224 45255 45208 45227 45245 45251 45030 45219
 45205 45220 45209 45246 45206 45229 45223 45243 45233 45249 45002 45213
 45216 45214 45225 45226 45217 45232 45204 45207 45252 45218 45052 45203
 45174 45001 45111 45041 45033]",53
1088,Hamilton County,TN,"[37421 37343 37363 37415 37379 37412 37405 37411 37416 37377 37341 37406
 37404 37402 37407 37419 37403 37302 37410 37408 37409 37373 37350 37315
 37351]",25
1089,Hamilton County,TX,[76531 76457 76525 76538 76436 76565],6
1090,Hamlin County,SD,[57223 57234 57248 57241 57221],5
1091,Hampden County,MA,"[1085 1040 1020 1089 1109 1108 1013 1104 1056 1001 1028 1106 1118 1095
 1119 1105 1030 1107 1077 1151 1069 1057 1129 1036 1101 1103 1010 1521
 1022 1128 1080 1034 1081 1071 1011 1008 1097]",37
1092,Hampshire County,MA,"[1002 1027 1060 1075 1007 1062 1082 1073 1033 1035 1038 1096 1050 1053
 1039 1098 1026 1088 1070 1032 1012 1066 1243 1084 1063]",25
1093,Hampshire County,WV,"[26757 26704 25434 26711 26763 26808 25444 26852 26755 26722 26865 26817
 26761 26714 25437 25431]",16
1094,Hampton City,VA,[23666 23669 23661 23663 23664 23651],6
1095,Hampton County,SC,[29945 29944 29924 29918 29916 29911 29932 29921],8
1096,Hancock County,GA,[31087 31045],2
1097,Hancock County,IA,[50438 50423 50447 50449 50430 50484 50432 50439],8
1098,Hancock County,IL,[62321 62341 62379 62330 61450 62354 62367 62311 62358 62316 62374 62373],12
1099,Hancock County,IN,[46140 46055 46163 46186 46117],5
1100,Hancock County,KY,[42348 42351],2
1101,Hancock County,ME,"[4605 4609 4416 4614 4640 4679 4627 4634 4660 4472 4684 4681 4607 4664
 4476 4616 4676 4421 4617 4693 4653 4612 4677 4650 4674 4685 4669 4642
 4624 4408 4625 4673]",32
1102,Hancock County,MS,[39520 39525 39556 39576 39572],5
1103,Hancock County,OH,[45840 45858 45814 45889 45881 45867 44804 45841 45868 45890 45897 45816],12
1104,Hancock County,TN,[37869 37731 37765],3
1105,Hancock County,WV,[26062 26047 26034 26050],4
1106,Hanover County,VA,[23111 23116 23005 23192 23015 23069 23146 23047 23162],9
1107,Hansford County,TX,[79081 79040 79062],3
1108,Hanson County,SD,[57311 57332],2
1109,Haralson County,GA,[30110 30176 30113 30182],4
1110,Hardee County,FL,[33873 33834 33890 33865],4
1111,Hardeman County,TN,[38008 38052 38075 38039 38381 38067 38044 38042],8
1112,Hardeman County,TX,[79225],1
1113,Hardin County,IA,"[50126 50627 50601 50006 50122 50230 50258 50672 50206 50269 50102 50227
 50259]",13
1114,Hardin County,IL,[62931 62947],2
1115,Hardin County,KY,[42701 40160 40175 40162 42724 42776 42740 42732 40177 42788],10
1116,Hardin County,OH,[43326 45810 45843 45812 43340 45836 43345 45859 45835],9
1117,Hardin County,TN,[38372 38326 38361 38370 38475 38327 38376 38365],8
1118,Hardin County,TX,[77657 77656 77625 77659 77564 77663 77615 77519 77585 77374 77376],11
1119,Hardy County,WV,[26836 26851 26812 26801 26845 26818 26810 26823 26838],9
